,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,TrialNumber,prediction,is_test
1896,120,3,0.28958236800000003,74.57395706,161.72,20.0,20,7.6235,7.6235,0.0,0.0,0,-1.0001263804877891,Accuracy,63,Accuracy,False
1569,120,3,0.451450497,31.71820513,54.72,6.666666667,8,3.1444333330000003,3.8374,0.9906,1.0265,2,-2.1419112376820113,Accuracy,56,Accuracy,False
1285,120,3,0.40496973700000005,22.98566572,53.39,2.857142857,7,0.9353428570000001,2.8891,0.71225,1.1006,6,-1.8981889521628421,Accuracy,112,Accuracy,False
1284,120,3,0.40496973700000005,36.98950658,88.38,4.0,9,1.1805,3.2909,0.79095,0.9551,4,-0.999301701644189,Accuracy,111,Accuracy,False
1045,120,3,0.254892354,45.99480427,84.13,4.0,6,1.12032,1.6954,0.53535,0.5901,4,-1.8194361676746844,Accuracy,112,Accuracy,False
1282,120,3,0.40496973700000005,22.49210383,55.99,2.857142857,8,1.028342857,2.6647,0.6152833329999999,0.8097,6,-1.5023449812681822,Accuracy,109,Accuracy,False
1051,120,3,0.254892354,32.664104800000004,64.03,20.0,20,5.2216,5.2216,0.0,0.0,0,1.0206809086760966,Accuracy,118,Speed,False
1794,120,3,0.226100263,22.77238971,52.68,10.0,12,2.86335,3.2389,1.4678,1.4678,1,-0.90702447892882,Accuracy,31,Accuracy,False
1759,120,3,0.258833158,43.63452899,80.59,6.666666667,10,1.986566667,2.8164,0.48115,0.7367,2,-1.8797971304582557,Accuracy,96,Accuracy,False
46,80,5,0.308553684,30.55283753,99.16,3.333333333,4,1.2542,1.5702,1.47296,1.855,5,0.10753917968829274,Speed,53,Speed,False
793,80,5,0.18430421100000002,33.20972851,80.78,10.0,14,2.367,3.0747,0.5554,0.5554,1,0.9996956475746472,Speed,90,Speed,False
235,80,5,0.393889211,39.58018282,126.09,4.0,7,1.8304599999999998,3.0801,2.715075,4.6717,4,0.7429950748724035,Speed,92,Speed,False
546,80,5,0.286344211,48.66704678,103.49,4.0,8,1.2671,2.2631,1.00135,1.3787,4,0.3705463673922358,Speed,83,Speed,False
346,80,5,0.31691631600000003,27.90455852,58.63,4.0,9,1.6642,3.5105,2.4209,3.7735,4,0.14840502934277922,Speed,23,Speed,False
43,80,5,0.308553684,18.93698113,59.16,4.0,6,1.38398,1.8511,1.1549,1.5819999999999999,4,-0.3466977130052076,Speed,50,Accuracy,False
274,80,5,0.469810526,48.10269467,134.23,2.0,4,1.6485900000000002,3.1314,2.162977778,2.8196,9,2.164923733183519,Speed,31,Speed,False
48,80,5,0.308553684,33.77066986,77.93,3.333333333,5,1.2339,1.7728,1.2673,1.3785,5,-0.9174403135470772,Speed,55,Accuracy,False
782,80,5,0.18430421100000002,31.36069892,83.4,20.0,20,4.1257,4.1257,0.0,0.0,0,3.3202436638315405,Speed,79,Speed,False
604,80,5,0.264108158,71.37275081,126.9,10.0,13,3.2923,3.4161,1.5162,1.5162,1,3.3638804018445354,Speed,51,Speed,False
616,80,5,0.264108158,35.46262537,102.42,6.666666667,7,2.1781666669999997,2.9095,1.85935,2.1331,2,0.7923117784862019,Speed,63,Speed,False
812,80,5,0.39416947399999996,51.14016901,107.01,10.0,14,4.0278,5.4968,0.6929,0.6929,1,4.114328656999055,Speed,119,Speed,False
692,80,5,0.184142105,98.66158730000001,162.29,20.0,20,4.2219999999999995,4.2219999999999995,0.0,0.0,0,10.205270743093644,Speed,59,Speed,False
683,80,5,0.184142105,26.83424779,62.8,10.0,11,2.3759,3.0477,0.9678,0.9678,1,1.0410929388257202,Speed,50,Speed,False
805,80,5,0.39416947399999996,55.13198433,104.48,6.666666667,11,2.695733333,4.216,1.17305,1.3802,2,2.5276863003865113,Speed,112,Speed,False
354,80,5,0.31691631600000003,46.25859091,110.37,5.0,10,2.01085,4.0184,2.086166667,2.4063,3,2.042497831676738,Speed,31,Speed,False
225,80,5,0.393889211,34.15678161,107.32,2.222222222,4,1.204388889,1.9157,1.2495125,1.7197,8,-0.45779665773368894,Speed,82,Accuracy,False
818,80,5,0.39416947399999996,68.09607207,160.22,5.0,9,2.94335,4.8835,1.2669,1.6642,3,0.9999436428064454,Speed,125,Speed,False
352,80,5,0.31691631600000003,39.71276219,104.59,4.0,10,1.78972,4.1867,4.990975,8.3652,4,0.9999180469375508,Speed,29,Speed,False
261,80,5,0.469810526,62.88172764,148.07,2.0,5,2.03799,3.8469,1.047288889,2.7493,9,0.999800693450009,Speed,18,Speed,False
911,80,5,0.382399459,42.54326984,141.08,4.0,6,2.4189,3.7035,2.0166,3.1869,4,1.6479003371692302,Speed,28,Speed,False
804,80,5,0.39416947399999996,44.31608974,102.27,5.0,10,2.505025,4.6218,0.8979,1.3765,3,2.88849489356297,Speed,111,Speed,False
819,80,5,0.39416947399999996,85.59485861,149.13,6.666666667,8,2.7628,3.8889,1.04095,1.4569999999999999,2,14.495130784363484,Speed,126,Speed,False
99,80,5,0.197858158,26.45233962,63.39,6.666666667,13,1.8194,2.7422,0.7609999999999999,0.966,2,0.4820330697568149,Speed,126,Speed,False
198,80,3,0.393889211,35.6720071,93.89,3.333333333,6,1.84045,3.0688,1.5016,2.1319,5,0.506550812040933,Speed,35,Speed,False
447,80,3,0.38419394700000004,33.80484507,77.05,10.0,11,3.7278,4.14,2.3375,2.3375,1,0.7114822092274311,Speed,54,Speed,False
193,80,3,0.393889211,32.14320313,103.46,5.0,8,2.616325,3.5337,1.583833333,2.3361,3,0.9998387202577952,Speed,30,Speed,False
857,80,3,0.39416947399999996,38.57912226,84.39,10.0,13,3.69995,4.8416,0.4193,0.4193,1,3.3805337481214224,Speed,64,Speed,False
192,80,3,0.393889211,41.33866913,101.87,5.0,12,2.691575,5.8214,1.924833333,2.1973,3,1.2822410517657579,Speed,29,Speed,False
391,80,3,0.31691631600000003,29.21274052,82.15,5.0,10,1.65355,3.0911,1.218333333,1.5842,3,-0.642838247158581,Speed,88,Accuracy,False
851,80,3,0.39416947399999996,33.56255319,65.91,10.0,11,4.90685,5.2227,1.5155,1.5155,1,3.1728652942133486,Speed,58,Speed,False
301,80,3,0.469810526,24.34168776,56.05,4.0,6,1.9087599999999998,2.8765,1.121925,1.3107,4,-0.8928317433797446,Speed,78,Accuracy,False
3,80,3,0.308553684,36.79918831,71.33,10.0,11,3.28685,3.3149,1.5826,1.5826,1,0.6503740321403821,Speed,110,Speed,False
646,80,3,0.184142105,23.60471795,45.86,20.0,20,4.3514,4.3514,0.0,0.0,0,8.978439557306467,Speed,113,Speed,False
451,80,3,0.38419394700000004,33.8059,60.79,10.0,10,3.2536,3.3374,1.1727,1.1727,1,0.6616630040299061,Speed,58,Speed,False
390,80,3,0.31691631600000003,32.40850282,100.78,5.0,8,1.82285,2.4526,0.8532333329999999,1.1738,3,0.5877919538854579,Speed,87,Speed,False
648,80,3,0.184142105,20.283,55.51,20.0,20,3.7461,3.7461,0.0,0.0,0,8.244640999636312,Speed,115,Speed,False
180,80,3,0.393889211,32.5349162,76.65,6.666666667,8,3.682866667,4.2063,2.6116,3.5012,2,0.020386463690924117,Speed,17,Speed,False
381,80,3,0.31691631600000003,26.22615044,55.27,2.857142857,6,1.215985714,2.22,0.92035,1.3767,6,-1.655549715666666,Speed,78,Accuracy,False
516,80,3,0.286344211,12.41283828,42.34,20.0,20,7.0718,7.0718,0.0,0.0,0,7.054271161275123,Speed,33,Speed,False
182,80,3,0.393889211,30.52123853,70.8,6.666666667,12,2.9769333330000003,4.345,1.89055,2.1979,2,1.0000587037517281,Speed,19,Speed,False
131,80,3,0.197858158,28.48286232,48.25,10.0,20,3.2951,6.2764,0.1439,0.1439,1,3.102959900342084,Speed,58,Speed,False
199,80,3,0.393889211,33.775065500000004,95.66,4.0,8,1.8121,2.7757,1.3604,1.7203,4,0.7497816571726652,Speed,36,Speed,False
181,80,3,0.393889211,38.93658055,105.57,3.333333333,8,2.133333333,3.6076,1.61194,2.9552,5,1.2188081180467885,Speed,18,Speed,False
754,80,3,0.18430421100000002,28.75977186,50.09,10.0,10,2.8402,3.4724,0.833,0.833,1,0.12585000371226052,Speed,31,Speed,False
452,80,3,0.38419394700000004,32.94543767,76.32,10.0,11,4.07925,4.3987,1.8586,1.8586,1,1.8830021224125009,Speed,59,Speed,False
959,80,3,0.382399459,25.33226453,86.21,6.666666667,12,3.612,6.9237,1.34345,1.4459,2,1.416019025513827,Speed,96,Speed,False
8,80,3,0.308553684,29.03123188,70.15,10.0,11,2.93675,2.9834,1.3081,1.3081,1,0.08992396111893974,Speed,115,Speed,False
357,80,5,0.31691631600000003,42.82678431,112.75,3.333333333,6,1.450183333,2.3480000000000003,1.82928,3.0909,5,0.5538924374584449,Speed,34,Speed,False
97,80,5,0.197858158,70.90213058,140.87,6.666666667,10,1.8033,2.3325,1.7121,2.8697,2,4.785146337403367,Speed,124,Speed,False
223,80,5,0.393889211,29.06490842,92.53,2.5,6,1.10195,1.7933,1.583585714,2.1347,7,1.000694269151067,Speed,80,Speed,False
350,80,5,0.31691631600000003,33.80628352,78.57,4.0,12,1.6851200000000002,3.8382,2.695575,3.7058,4,1.265395847356551,Speed,27,Speed,False
558,80,5,0.286344211,41.66979167,81.75,6.666666667,11,1.9466,3.0708,1.03525,1.0357,2,0.8772646960219737,Speed,95,Speed,False
601,80,5,0.264108158,22.43547231,48.01,6.666666667,7,2.161166667,2.3308,0.8305,0.9674,2,-0.29087988590802816,Speed,48,Accuracy,False
550,80,5,0.286344211,44.70242902,113.57,10.0,17,3.4811,4.7387,0.9667,0.9667,1,3.2983841678474803,Speed,87,Speed,False
56,80,5,0.308553684,34.54858974,101.03,2.5,5,1.09925,1.7164,1.5727285709999999,2.0605,7,0.16741141897511636,Speed,63,Speed,False
263,80,5,0.469810526,52.85302885,146.18,2.5,4,2.038825,2.8152,1.427442857,4.4442,7,0.9996664210858781,Speed,20,Speed,False
694,80,5,0.184142105,19.17771689,48.54,10.0,14,2.3732,3.0913,1.2422,1.2422,1,0.896736610353452,Speed,61,Speed,False
342,80,5,0.31691631600000003,28.15819477,80.04,5.0,10,1.8279,2.5803,2.359033333,2.7465,3,-0.3395748099001672,Speed,19,Accuracy,False
606,80,5,0.264108158,55.47597765,118.19,6.666666667,8,2.3881666669999997,2.8062,1.61835,1.6515,2,1.5445871776785012,Speed,53,Speed,False
81,80,5,0.197858158,28.60691318,72.3,6.666666667,12,2.0892,3.702,1.17175,1.3086,2,1.000660389791113,Speed,108,Speed,False
50,80,5,0.308553684,28.34131367,93.29,3.333333333,5,1.0,1.5728,1.43108,1.7881,5,0.3293191913006024,Speed,57,Speed,False
807,80,5,0.39416947399999996,40.059956799999995,91.2,4.0,5,1.93418,2.3486,0.830125,1.2419,4,0.03013918619686029,Speed,114,Speed,False
553,80,5,0.286344211,57.54167164,118.16,3.333333333,9,1.063383333,2.0119,0.69258,1.3783,5,2.6730086513485425,Speed,90,Speed,False
87,80,5,0.197858158,32.10732558,68.36,6.666666667,8,1.7119666669999998,2.2665,0.96605,1.0343,2,-0.5764152471334913,Speed,114,Accuracy,False
916,80,5,0.382399459,28.56783939,99.55,4.0,6,1.80856,2.3512,2.356375,3.4323,4,1.0505425663076466,Speed,33,Speed,False
271,80,5,0.469810526,48.92454044,121.6,1.6666666669999999,4,1.6432666669999998,3.5455,1.633690909,2.5437,11,3.052115458024457,Speed,28,Speed,False
618,80,5,0.264108158,51.16769492,99.86,10.0,12,3.26185,3.7458,1.3088,1.3088,1,2.529041934842631,Speed,65,Speed,False
403,80,5,0.38419394700000004,41.44469565,106.71,6.666666667,7,2.1613,2.3552,2.1311,2.4739,2,-0.002979449996288963,Speed,110,Accuracy,False
801,80,5,0.39416947399999996,95.06655072,175.67,10.0,15,3.78895,5.1502,1.3777,1.3777,1,4.431323449131139,Speed,108,Speed,False
697,80,5,0.184142105,27.79039823,59.81,10.0,12,2.38975,2.5411,0.8989,0.8989,1,0.9996306122994429,Speed,64,Speed,False
234,80,5,0.393889211,35.97944043,97.68,3.333333333,5,1.430833333,2.5762,2.54182,4.1174,5,-0.030575473982595636,Speed,91,Accuracy,False
1361,80,5,0.442727895,31.88154062,95.22,2.0,3,1.1557600000000001,1.4912,1.6450111109999999,2.2004,9,-0.9995965227476789,Accuracy,108,Accuracy,False
1314,80,5,0.40496973700000005,28.45846667,67.24,1.6666666669999999,3,0.5147166670000001,0.8590000000000001,1.004245455,1.7202,11,-4.080558952672527,Accuracy,31,Accuracy,False
1128,80,5,0.27560500000000004,24.30606838,60.92,3.333333333,4,1.005566667,1.2981,1.0904,1.2409,5,-1.6410532778517304,Accuracy,115,Accuracy,False
1367,80,5,0.442727895,30.98465863,105.87,1.176470588,4,0.842905882,1.9368,1.57515,2.474,16,-5.870369857283961,Accuracy,114,Accuracy,False
1268,80,5,0.223630789,43.96786744,123.06,6.666666667,8,2.2669666669999997,2.9397,1.68705,1.7911,2,0.08133779079871228,Accuracy,85,Speed,False
1634,80,5,0.211221579,36.40530864,81.54,5.0,6,1.054175,1.3787,1.081566667,1.2409999999999999,3,-1.4561489520675654,Accuracy,31,Accuracy,False
1272,80,5,0.223630789,41.10201807,163.43,5.0,5,1.49785,1.8238,1.5035666669999999,2.5096,3,-1.0002490630964316,Accuracy,89,Accuracy,False
1632,80,5,0.211221579,40.10777108,103.3,4.0,5,1.21088,1.5731,1.051775,1.5819999999999999,4,-0.9998551218369889,Accuracy,29,Accuracy,False
1625,80,5,0.211221579,34.21914634,87.46,6.666666667,12,2.105033333,3.4748,1.71965,1.9269999999999998,2,0.5588623078812218,Accuracy,22,Speed,False
1907,80,5,0.28958236800000003,46.94280992,104.97,6.666666667,7,2.4298666669999998,2.7014,1.5843,1.9972,2,0.4146848043214506,Accuracy,84,Speed,False
1130,80,5,0.27560500000000004,37.93465753,123.85,2.857142857,4,0.741014286,1.2993,1.43725,2.2826,6,-1.6662562245604642,Accuracy,117,Accuracy,False
1591,80,5,0.451450497,25.55091869,76.76,1.428571429,4,0.776857143,1.6691,2.4727076919999997,6.6488,13,-0.999501630412511,Accuracy,88,Accuracy,False
1764,80,5,0.226100263,24.78515358,64.17,5.0,8,1.382675,1.8084,1.219366667,1.379,3,-1.1717933183206615,Accuracy,111,Accuracy,False
1627,80,5,0.211221579,43.75521866,92.22,5.0,9,1.632625,2.5684,1.194633333,1.3098,3,0.1232497633977383,Accuracy,24,Speed,False
1002,80,5,0.387901155,49.30120619,149.36,6.666666667,11,2.677666667,4.8492,21.3455,36.6436,2,-14.056445194206946,Accuracy,49,Accuracy,False
1017,80,5,0.387901155,41.19792683,106.17,5.0,11,2.221625,4.3365,10.02543333,17.4626,3,-3.8250237600118804,Accuracy,64,Accuracy,False
1000,80,5,0.387901155,50.31409615,144.4,3.333333333,6,1.8332,2.7005,7.8915,15.4822,5,-3.8996306140608743,Accuracy,47,Accuracy,False
1271,80,5,0.223630789,33.16561765,76.02,5.0,5,1.599725,1.7474,1.285766667,1.9921,3,-1.4319484890078522,Accuracy,88,Accuracy,False
1005,80,5,0.387901155,56.75804154,192.01,5.0,10,2.4416,3.9644,5.823233332999999,9.728,3,-0.9999830858864842,Accuracy,52,Accuracy,False
1264,80,5,0.223630789,35.50306818,85.39,10.0,15,2.58935,3.1764,2.3326,2.3326,1,-0.9996512533822219,Accuracy,81,Accuracy,False
1009,80,5,0.387901155,45.24087477,126.97,2.857142857,4,1.4045,1.7361,7.55015,12.8134,6,-1.047743947227987,Accuracy,56,Accuracy,False
1760,80,5,0.226100263,39.39792049,90.92,5.0,9,1.52385,2.1358,1.286766667,1.5844,3,0.0012035012884439311,Accuracy,107,Speed,False
1633,80,5,0.211221579,21.94182143,47.43,5.0,7,1.30605,1.8085,0.988733333,1.1028,3,-0.5170843055287104,Accuracy,30,Accuracy,False
1724,80,5,0.258833158,27.21287749,69.27,4.0,7,1.3568,2.0223,1.120625,1.4453,4,-0.9979923127049943,Accuracy,51,Accuracy,False
1869,80,3,0.28958236800000003,19.63734748,57.66,6.666666667,9,2.7105666669999997,3.4297,0.9323,1.2409999999999999,2,-0.0764525640928646,Accuracy,26,Accuracy,False
1358,80,3,0.40496973700000005,27.584405800000003,58.37,3.333333333,6,1.088016667,3.108,0.74744,1.1042,5,-1.000234474713892,Accuracy,95,Accuracy,False
1443,80,3,0.403017105,28.03393593,53.92,5.0,7,2.32905,3.3308,0.975733333,1.1032,3,-1.0280368887281863,Accuracy,110,Accuracy,False
1172,80,3,0.27560500000000004,17.812358800000002,45.72,6.666666667,7,2.0553,2.2983,1.0018,1.105,2,-1.1880581135564885,Accuracy,59,Accuracy,False
1810,80,3,0.226100263,27.60373874,62.02,10.0,14,2.30095,2.7462,1.1032,1.1032,1,-0.25431063110910834,Accuracy,57,Accuracy,False
1559,80,3,0.451450497,39.64476723,123.29,4.0,6,2.15358,2.5660000000000003,1.3437,2.2005,4,-0.9997953256567031,Accuracy,36,Accuracy,False
1103,80,3,0.254892354,22.96930769,55.46,3.333333333,4,0.7874,1.4705,0.58286,0.9674,5,-1.0341307890836688,Accuracy,80,Accuracy,False
1356,80,3,0.40496973700000005,24.2,60.88,2.222222222,3,0.533166667,1.4709,0.786775,1.1727,8,-2.3857567363836925,Accuracy,93,Accuracy,False
1118,80,3,0.254892354,30.89816456,82.32,2.5,4,0.6908125,1.1697,0.644471429,1.4483,7,-1.119442349368088,Accuracy,95,Accuracy,False
1110,80,3,0.254892354,19.64485531,50.04,2.857142857,4,0.812157143,1.9924,0.600683333,0.8308,6,-1.3484133779101786,Accuracy,87,Accuracy,False
1349,80,3,0.40496973700000005,31.87125,65.24,2.222222222,11,0.7258,3.5516,0.7266625,1.2402,8,-2.058399852832226,Accuracy,86,Accuracy,False
1340,80,3,0.40496973700000005,20.61426573,60.31,2.5,9,0.9635875,3.5712,0.829514286,1.1733,7,-1.000010438056087,Accuracy,77,Accuracy,False
1408,80,3,0.442727895,26.69262857,66.92,4.0,6,1.9837200000000001,2.8767,1.73785,2.3384,4,-0.7694487035196538,Accuracy,55,Accuracy,False
970,80,3,0.387901155,26.78337571,64.17,4.0,5,1.9830400000000001,2.6768,4.867275,6.3713,4,-1.667575072843853,Accuracy,117,Accuracy,False
1348,80,3,0.40496973700000005,24.34426752,47.97,2.0,3,0.49983,0.7662,0.6007888889999999,0.828,9,-3.2029526152565424,Accuracy,85,Accuracy,False
1442,80,3,0.403017105,27.504747899999998,59.68,5.0,7,2.47705,3.6042,1.468966667,1.7886,3,-0.6521516798084122,Accuracy,109,Accuracy,False
1165,80,3,0.27560500000000004,29.5584,66.77,10.0,10,2.67555,2.9451,0.9669,0.9669,1,0.4958402190796143,Accuracy,52,Speed,False
1689,80,3,0.258833158,22.30469091,54.05,6.666666667,11,1.8222666669999998,2.3872,1.0343,1.1703,2,-1.147706324937447,Accuracy,116,Accuracy,False
1547,80,3,0.451450497,28.40569416,52.08,5.0,7,2.59175,3.5056,1.310033333,1.7888,3,-1.462459518892219,Accuracy,24,Accuracy,False
1448,80,3,0.403017105,24.47565543,50.6,5.0,8,2.7419,4.4358,1.5828,1.9274,3,-1.0965232492067276,Accuracy,115,Accuracy,False
1456,80,3,0.403017105,23.04926587,53.32,5.0,6,2.421725,3.2044,2.089,2.7468,3,-1.2701543384336151,Accuracy,123,Accuracy,False
1871,80,3,0.28958236800000003,32.38143243,78.2,6.666666667,10,2.5110666669999997,3.3151,1.5486,1.7184,2,-0.28795171005948905,Accuracy,28,Accuracy,False
1225,80,3,0.223630789,38.01824841,85.0,6.666666667,11,2.020066667,2.7112,1.6511,1.6522,2,-1.1712248490489223,Accuracy,22,Accuracy,False
1876,80,3,0.28958236800000003,42.16856757,91.53,6.666666667,9,2.478033333,3.1412,1.68705,1.8584,2,-0.6929399107407761,Accuracy,33,Accuracy,False
1758,120,3,0.258833158,33.53426621,60.75,5.0,9,1.56025,2.3891,0.444766667,0.5895,3,-2.6147245107458605,Accuracy,95,Accuracy,False
1022,120,3,0.387901155,38.10198664,90.89,6.666666667,10,3.219166667,4.3891,7.0309,10.122,2,-2.8477984531602143,Accuracy,79,Accuracy,False
1021,120,3,0.387901155,32.49990253,94.91,6.666666667,9,2.726833333,2.9522,5.91265,8.0301,2,-2.339301366910073,Accuracy,78,Accuracy,False
1059,120,3,0.254892354,40.22607595,82.73,20.0,20,5.3736,5.3736,0.0,0.0,0,1.142905564895477,Accuracy,126,Speed,False
1245,120,3,0.223630789,19.97774436,52.25,10.0,12,2.93875,3.6528,0.6624,0.6624,1,-0.9995811974930167,Accuracy,52,Accuracy,False
1243,120,3,0.223630789,56.52591928,124.63,20.0,20,5.0714,5.0714,0.0,0.0,0,-0.999908234685996,Accuracy,50,Accuracy,False
1894,120,3,0.28958236800000003,64.34445833,97.89,20.0,20,5.4727,5.4727,0.0,0.0,0,-0.9997341444267884,Accuracy,61,Accuracy,False
1036,120,3,0.387901155,31.85416667,70.23,6.666666667,11,3.0774,5.1667,2.74185,4.5285,2,-0.905650793270377,Accuracy,93,Accuracy,False
1052,120,3,0.254892354,25.87004255,43.55,20.0,20,5.3721,5.3721,0.0,0.0,0,0.8769936147424726,Accuracy,119,Speed,False
1881,120,3,0.28958236800000003,39.30352518,82.59,10.0,14,2.9902,3.4966,1.173,1.173,1,-1.1971441437301653,Accuracy,48,Accuracy,False
1576,120,3,0.451450497,40.93805353,86.53,10.0,11,4.53885,5.0752,1.8305,1.8305,1,-0.23566039852650533,Accuracy,63,Accuracy,False
1035,120,3,0.387901155,37.46342342,96.55,6.666666667,11,2.6439999999999997,4.4928,3.76005,6.343,2,-1.078591700695931,Accuracy,92,Accuracy,False
1288,120,3,0.40496973700000005,36.11099291,75.75,5.0,11,1.3925,3.7031,0.8098,1.1005,3,-1.000129780806441,Accuracy,115,Accuracy,False
1783,120,3,0.226100263,18.98247863,43.19,10.0,13,2.62095,3.3187,0.5186,0.5186,1,-1.204579879480649,Accuracy,20,Accuracy,False
1560,120,3,0.451450497,31.51794271,82.42,10.0,13,4.3342,5.6076,1.9797,1.9797,1,0.3091309370728563,Accuracy,47,Speed,False
1148,120,3,0.27560500000000004,46.26418675,101.25,6.666666667,10,2.320533333,4.1183,1.06615,1.5425,2,-0.28628591832323425,Accuracy,25,Accuracy,False
1786,120,3,0.226100263,52.99898734,76.61,20.0,20,5.3994,5.3994,0.0,0.0,0,0.46659255183008774,Accuracy,23,Speed,False
1295,120,3,0.40496973700000005,46.103375799999995,103.78,5.0,9,1.560625,3.3158,0.930666667,1.1737,3,-0.9419470908815066,Accuracy,122,Accuracy,False
1247,120,3,0.223630789,23.52118852,68.95,10.0,14,2.5666,3.4094,1.1688,1.1688,1,-0.29990519949713423,Accuracy,54,Accuracy,False
1289,120,3,0.40496973700000005,18.50058252,39.36,10.0,15,3.4737,5.5418,0.8097,0.8097,1,-1.0003518285929136,Accuracy,116,Accuracy,False
1781,120,3,0.226100263,28.27622837,64.89,10.0,12,3.2386,3.3643,0.5908,0.5908,1,-0.7515076521161053,Accuracy,18,Accuracy,False
1381,120,3,0.442727895,25.86416025,68.35,3.333333333,6,2.0628833330000003,3.0769,1.8329799999999998,2.3438,5,-2.148098686875871,Accuracy,18,Accuracy,False
1757,120,3,0.258833158,27.883000000000003,92.1,6.666666667,11,2.012166667,2.3599,0.88335,1.3948,2,-1.7322146177551314,Accuracy,94,Accuracy,False
1057,120,3,0.254892354,36.78660944,67.35,20.0,20,5.6577,5.6577,0.0,0.0,0,1.008809740917668,Accuracy,124,Speed,False
21,120,5,0.308553684,48.63179104,123.94,5.0,7,2.09435,2.7786,1.244766667,2.0452,3,0.3796019007226068,Speed,18,Speed,False
161,120,5,0.393889211,71.31506849,143.92,5.0,8,2.022675,3.0828,2.171466667,2.4863,3,1.775313656038814,Speed,108,Speed,False
921,120,5,0.382399459,41.05177866,92.46,5.0,10,2.68625,6.3454,1.5379666669999998,1.755,3,4.390782253386988,Speed,48,Speed,False
284,120,5,0.469810526,50.01427492,166.1,4.0,6,2.52042,3.5267,2.453475,4.3902,4,1.0000905160207005,Speed,51,Speed,False
293,120,5,0.469810526,65.23244444,154.66,4.0,7,2.53998,4.1301,1.74045,2.0489,4,1.0002163526274348,Speed,60,Speed,False
730,120,5,0.18430421100000002,80.97079208,159.66,20.0,20,4.5038,4.5038,0.0,0.0,0,3.419724178819174,Speed,117,Speed,False
378,120,5,0.31691631600000003,36.0122252,67.98,5.0,9,1.9184,3.3368,0.955333333,1.0282,3,-0.3278251459510759,Speed,65,Accuracy,False
725,120,5,0.18430421100000002,48.89439024,85.34,20.0,20,4.5782,4.5782,0.0,0.0,0,2.7326361895317355,Speed,112,Speed,False
479,120,5,0.38419394700000004,51.88235484,103.82,10.0,11,3.3786,3.7139,1.1756,1.1756,1,1.3435835472773512,Speed,96,Speed,False
477,120,5,0.38419394700000004,60.30067278,116.64,10.0,12,3.46515,4.5054,1.9775,1.9775,1,0.9999018962236579,Speed,94,Speed,False
24,120,5,0.308553684,35.70838617,93.18,5.0,9,1.63495,2.3378,1.4396,1.68,3,0.04782694400368914,Speed,21,Speed,False
364,120,5,0.31691631600000003,31.90186147,86.21,3.333333333,6,1.501916667,3.555,1.02896,1.3933,5,0.11357553289704114,Speed,51,Speed,False
377,120,5,0.31691631600000003,64.38684350000001,133.19,5.0,8,1.84795,3.0345,1.3686666669999998,2.1237,3,1.0001595567431898,Speed,64,Speed,False
31,120,5,0.308553684,39.27426768,101.61,5.0,8,1.9674,3.1822,1.318366667,1.757,3,0.8450173369361256,Speed,28,Speed,False
489,120,5,0.286344211,50.39447761,110.83,6.666666667,16,1.846233333,4.0044,0.7752,1.1777,2,1.0001802586902953,Speed,116,Speed,False
669,120,5,0.184142105,66.71573427,131.99,6.666666667,10,1.7614666669999999,2.6905,1.8358,2.1278,2,1.1332335333136156,Speed,26,Speed,False
936,120,5,0.382399459,54.07062016,144.27,5.0,12,2.606225,5.71,2.0737333330000003,2.6315,3,0.9998640759131217,Speed,63,Speed,False
667,120,5,0.184142105,36.78240476,87.93,6.666666667,12,2.978933333,4.0123,1.4314,1.9080000000000001,2,0.9997897688607935,Speed,24,Speed,False
591,120,5,0.264108158,58.27927215,111.51,10.0,11,3.39145,3.7525,1.6155,1.6155,1,0.45138739138154804,Speed,28,Speed,False
872,120,5,0.39416947399999996,92.08314225,206.33,6.666666667,10,3.404266667,5.1367,1.3331,1.9287,2,0.9997499533941765,Speed,89,Speed,False
668,120,5,0.184142105,63.32233871,100.28,10.0,12,2.679,3.3827,1.4722,1.4722,1,2.177439669580022,Speed,25,Speed,False
581,120,5,0.264108158,99.75996711,207.63,10.0,13,3.23935,3.9058,1.6841,1.6841,1,0.9998484663133742,Speed,18,Speed,False
487,120,5,0.286344211,45.63835125,104.16,4.0,9,1.12584,2.0871,0.46375,0.7390000000000001,4,-0.6227596696250084,Speed,114,Accuracy,False
594,120,5,0.264108158,96.06854671,176.1,10.0,12,3.05615,3.577,2.2241,2.2241,1,0.9998162648257543,Speed,31,Speed,False
991,120,5,0.387901155,58.60459119,128.8,10.0,12,4.3996,5.3496,7.8275,7.8275,1,-3.6310901189971707,Accuracy,28,Accuracy,False
1700,120,5,0.258833158,49.94464481,118.72,4.0,7,1.61962,2.7065,0.280575,0.5904,4,0.7000963882444471,Accuracy,17,Speed,False
1437,120,5,0.442727895,36.86210191,116.74,3.333333333,4,1.4844333330000001,2.1958,1.26206,1.6865,5,-0.9996297353912671,Accuracy,94,Accuracy,False
1086,120,5,0.254892354,39.84699324,93.64,2.857142857,3,0.690471429,1.3709,0.8825,1.1738,6,-1.3219207490714027,Accuracy,53,Accuracy,False
