,Radius,Noise,IKINumber,MeanDeviation,MaxDeviation,MeanNrDigits,MaxNrDigits,MeanTimeTypingWindow,MaxTimeTypingWindow,MeanTrackingTime,MaxTrackingTime,TrackingWindowVisitCounter,distance,PayOffFunction,prediction,is_test
1212,120,5,0.223630789,44.83962825,88.91,6.666666667,8,1.6965,2.2921,1.5018,1.5378,2,-0.9992575093465277,Accuracy,Accuracy,False
1656,120,5,0.211221579,45.1162963,102.47,6.666666667,8,1.599,2.056,0.88455,0.9574,2,-0.8476792686067185,Accuracy,Accuracy,False
1522,120,5,0.451450497,36.34502392,91.96,2.0,4,0.9480200000000001,1.6163,1.7158333330000002,3.7236,9,-1.9086661659032345,Accuracy,Accuracy,False
1824,120,5,0.226100263,30.90828671,107.93,6.666666667,8,1.954866667,2.2609,0.91985,1.1018,2,-1.1517427695549642,Accuracy,Accuracy,False
999,120,5,0.387901155,50.1163964,109.78,6.666666667,9,3.578233333,4.2809,7.7071,12.3482,2,-2.31873095529658,Accuracy,Accuracy,False
1539,120,5,0.451450497,59.92771167,111.07,2.857142857,5,1.1334428570000001,1.8737,1.094266667,1.9040000000000001,6,-1.3646957320678368,Accuracy,Accuracy,False
1204,120,5,0.223630789,44.22957447,119.26,6.666666667,9,1.561833333,1.805,0.84695,1.0312,2,-1.0707062074326288,Accuracy,Accuracy,False
800,80,5,0.39416947399999996,41.52471111,96.21,4.0,6,1.8097400000000001,3.1793,1.0359,1.7904,4,0.9221906888826723,Speed,Speed,False
600,80,5,0.264108158,43.59247093,97.62,6.666666667,9,2.4206,2.7516,1.00105,1.3101,2,0.9603792243045817,Speed,Speed,False
553,80,5,0.286344211,57.54167164,118.16,3.333333333,9,1.063383333,2.0119,0.69258,1.3783,5,0.9491865175302863,Speed,Speed,False
234,80,5,0.393889211,35.97944043,97.68,3.333333333,5,1.430833333,2.5762,2.54182,4.1174,5,-0.35160942469359924,Speed,Accuracy,False
806,80,5,0.39416947399999996,63.04157791,144.51,4.0,10,2.1497,5.1441,0.82975,1.1032,4,3.7522612321779505,Speed,Speed,False
237,80,5,0.393889211,46.021346799999996,138.52,2.857142857,5,1.5409,2.2213,1.51325,2.1886,6,0.4797421741295196,Speed,Speed,False
681,80,5,0.184142105,46.328079100000004,80.05,20.0,20,3.9216,3.9216,0.0,0.0,0,2.4320255581275276,Speed,Speed,False
52,80,5,0.308553684,34.01541463,95.96,3.333333333,6,1.150916667,1.8556,1.43206,1.8569,5,-0.28370486689743046,Speed,Accuracy,False
545,80,5,0.286344211,47.19900332,112.03,6.666666667,9,2.097866667,3.0162,0.82965,1.1709,2,1.5538705461482394,Speed,Speed,False
351,80,5,0.31691631600000003,27.49836812,65.04,3.333333333,7,1.267416667,2.5589,2.65184,5.0069,5,-1.1669970073531815,Speed,Accuracy,False
232,80,5,0.393889211,42.839508200000004,103.15,2.857142857,6,1.441157143,2.4054,1.9942,2.5412,6,-0.009036480609431408,Speed,Accuracy,False
54,80,5,0.308553684,29.27591346,89.19,3.333333333,5,1.17635,1.6230000000000002,1.40386,1.7879,5,-0.6751606438103792,Speed,Accuracy,False
792,80,5,0.18430421100000002,34.096203700000004,90.69,10.0,13,2.4958,2.9179,0.6922,0.6922,1,1.5188021353938055,Speed,Speed,False
413,80,5,0.38419394700000004,68.36222944,152.8,5.0,6,2.118625,2.8523,2.124733333,2.3437,3,0.9996245888019715,Speed,Speed,False
46,80,5,0.308553684,30.55283753,99.16,3.333333333,4,1.2542,1.5702,1.47296,1.855,5,-0.7244065753770812,Speed,Accuracy,False
910,80,5,0.382399459,41.19250799,87.52,4.0,6,2.33562,4.8087,2.215675,3.0897,4,1.1391880965570707,Speed,Speed,False
82,80,5,0.197858158,38.76024476,84.65,5.0,11,1.409775,2.8439,0.8069666670000001,1.1046,3,0.994065305847819,Speed,Speed,False
606,80,5,0.264108158,55.47597765,118.19,6.666666667,8,2.3881666669999997,2.8062,1.61835,1.6515,2,0.8552160208731792,Speed,Speed,False
817,80,5,0.39416947399999996,50.68070175,91.13,6.666666667,8,2.901933333,3.9568,0.9328,1.1041,2,1.2889646928267737,Speed,Speed,False
260,80,5,0.469810526,72.61565345,119.93,4.0,7,3.05816,5.5586,0.727625,1.7909,4,2.9501383238243264,Speed,Speed,False
56,80,5,0.308553684,34.54858974,101.03,2.5,5,1.09925,1.7164,1.5727285709999999,2.0605,7,-0.5056572091866585,Speed,Accuracy,False
272,80,5,0.469810526,43.50967562,133.66,3.333333333,6,2.95865,4.6438,2.2558599999999998,3.2959,5,2.7073027518184816,Speed,Speed,False
694,80,5,0.184142105,19.17771689,48.54,10.0,14,2.3732,3.0913,1.2422,1.2422,1,0.1997518919746497,Speed,Speed,False
409,80,5,0.38419394700000004,36.47870056,79.36,6.666666667,9,2.246,3.2904,2.02815,2.6799,2,0.1969045852133675,Speed,Speed,False
303,80,3,0.469810526,25.47557596,62.06,4.0,7,2.50316,3.9177,1.225,1.5154,4,-0.06642943320104422,Speed,Accuracy,False
8,80,3,0.308553684,29.03123188,70.15,10.0,11,2.93675,2.9834,1.3081,1.3081,1,-0.3265697014338613,Speed,Accuracy,False
130,80,3,0.197858158,23.98241525,51.2,10.0,20,2.6255,4.8658,0.2809,0.2809,1,1.254534035296622,Speed,Speed,False
188,80,3,0.393889211,42.00983019,103.61,6.666666667,11,3.7025666669999997,5.7431,2.13185,2.5437,2,2.1740291522106716,Speed,Speed,False
440,80,3,0.38419394700000004,26.1227512,54.63,10.0,11,4.62845,5.1953,1.7187,1.7187,1,0.35412800331494765,Speed,Speed,False
507,80,3,0.286344211,24.59743902,62.87,6.666666667,10,2.303233333,3.1152,0.9674,1.3105,2,-0.37120765290966773,Speed,Accuracy,False
579,80,3,0.264108158,50.92936508,96.42,20.0,20,5.8915,5.8915,0.0,0.0,0,1.8599223501988789,Speed,Speed,False
196,80,3,0.393889211,23.96691429,70.73,4.0,6,2.09328,2.7223,1.3603,3.0209,4,-0.796637089627545,Speed,Accuracy,False
390,80,3,0.31691631600000003,32.40850282,100.78,5.0,8,1.82285,2.4526,0.8532333329999999,1.1738,3,-0.2086187282962939,Speed,Accuracy,False
746,80,3,0.18430421100000002,43.57397906,82.25,20.0,20,4.2721,4.2721,0.0,0.0,0,1.640394458567478,Speed,Speed,False
126,80,3,0.197858158,22.67019685,76.4,20.0,20,5.8219,5.8219,0.0,0.0,0,2.564653629316247,Speed,Speed,False
518,80,3,0.286344211,35.8575,80.78,20.0,20,6.3754,6.3754,0.0,0.0,0,2.7414811044888054,Speed,Speed,False
453,80,3,0.38419394700000004,16.22929712,64.32,10.0,11,3.43915,3.5427,1.1044,1.1044,1,0.17613473715915262,Speed,Speed,False
458,80,3,0.38419394700000004,45.72033951,115.55,10.0,11,3.5784,3.7394,1.034,1.034,1,0.7773395153440177,Speed,Speed,False
305,80,3,0.469810526,34.74115865,100.43,4.0,9,2.3195,4.1132,1.189225,1.7887,4,1.4845721580386524,Speed,Speed,False
382,80,3,0.31691631600000003,22.32412844,52.75,2.857142857,5,1.129557143,2.1956,1.023566667,1.6521,6,-1.389851705176163,Speed,Accuracy,False
508,80,3,0.286344211,43.22043988,88.17,5.0,7,1.837625,2.5346,0.44146666700000003,0.4866,3,-0.5619463745027744,Speed,Accuracy,False
183,80,3,0.393889211,25.14484163,54.53,6.666666667,11,3.333366667,4.8291,0.93295,1.2411,2,0.4218970991542008,Speed,Speed,False
387,80,3,0.31691631600000003,27.97155673,69.75,4.0,7,1.4289,3.0046,1.137525,1.5824,4,-0.7504789317883862,Speed,Accuracy,False
951,80,3,0.382399459,27.52385167,65.85,5.0,11,1.95305,4.0686,1.8344333330000002,2.1323,3,0.06346529155531044,Speed,Speed,False
5,80,3,0.308553684,27.75648101,66.45,5.0,9,1.9347,3.3108,1.3771,1.5838,3,-0.45626212285878154,Speed,Accuracy,False
133,80,3,0.197858158,30.5462766,65.87,20.0,20,4.1955,4.1955,0.0,0.0,0,1.7916047567276863,Speed,Speed,False
137,80,3,0.197858158,38.97151376,71.56,20.0,20,4.9451,4.9451,0.0,0.0,0,1.9729063451078517,Speed,Speed,False
129,80,3,0.197858158,75.77106977,126.39,20.0,20,5.0981,5.0981,0.0,0.0,0,0.9995763291318056,Speed,Speed,False
1536,120,5,0.451450497,34.69742754,105.02,2.5,3,1.2304375,2.2677,1.309814286,1.9006,7,-1.1060058413843237,Accuracy,Accuracy,False
1331,120,5,0.40496973700000005,30.26392971,72.58,2.857142857,5,0.7741,1.2708,0.7856,1.0283,6,-1.93116002443832,Accuracy,Accuracy,False
1839,120,5,0.226100263,36.71983553,85.25,6.666666667,9,2.141733333,2.6431,1.0282,1.1747,2,-0.5458218983330809,Accuracy,Accuracy,False
1853,120,5,0.28958236800000003,54.93334286,133.97,6.666666667,10,2.428633333,3.0393,1.247,1.393,2,0.25566843856598354,Accuracy,Speed,False
1827,120,5,0.226100263,37.51330189,76.59,10.0,11,2.1506,2.1898,1.3218,1.3218,1,-0.7128009610904584,Accuracy,Accuracy,False
1719,120,5,0.258833158,46.32107362,94.98,6.666666667,8,2.296833333,2.8084,0.92075,1.1768,2,-0.30119444993066935,Accuracy,Accuracy,False
1822,120,5,0.226100263,28.10942623,63.28,6.666666667,8,1.6449666669999998,2.2829,0.84675,0.8824,2,-1.2994072829519538,Accuracy,Accuracy,False
1203,120,5,0.223630789,28.9645,76.31,6.666666667,7,1.712766667,2.1383,1.8292,1.9014,2,-1.482322041718355,Accuracy,Accuracy,False
1533,120,5,0.451450497,40.55399645,96.09,1.8181818180000002,4,0.8142727270000001,2.1734,1.22462,2.9951,10,-1.4121846115397076,Accuracy,Accuracy,False
1339,120,5,0.40496973700000005,41.38305177,136.01,2.857142857,6,0.9737,2.4073,0.7605833329999999,1.4669,6,-0.42743295576598683,Accuracy,Accuracy,False
1474,120,5,0.403017105,65.27842105,137.8,4.0,6,2.299,2.7013,1.504525,2.1263,4,-0.37761835726228554,Accuracy,Accuracy,False
1470,120,5,0.403017105,38.88431304,103.49,4.0,5,2.33454,3.0989,1.484825,2.6359,4,-0.2631508142479717,Accuracy,Accuracy,False
1859,120,5,0.28958236800000003,30.27749333,96.9,5.0,7,1.862375,2.3358,1.199866667,1.5385,3,-1.0000850412525253,Accuracy,Accuracy,False
1532,120,5,0.451450497,37.58111617,118.67,2.857142857,7,1.172671429,2.7805,0.979083333,1.5378,6,-0.24347255345855245,Accuracy,Accuracy,False
1424,120,5,0.442727895,40.19628114,91.47,3.333333333,5,1.844783333,2.8526,1.26152,1.683,5,-0.582504796101027,Accuracy,Accuracy,False
997,120,5,0.387901155,67.95875676,134.82,6.666666667,11,3.0577666669999997,5.0881,6.1697,6.4234,2,-0.9086257757391465,Accuracy,Accuracy,False
1206,120,5,0.223630789,58.72646465,117.48,6.666666667,9,1.8045,2.5669999999999997,2.0466,2.3375,2,-0.5242496531162644,Accuracy,Accuracy,False
1848,120,5,0.28958236800000003,43.08597598,127.36,6.666666667,10,2.3368,2.4909,1.0287,1.3198,2,-0.4874213585402387,Accuracy,Accuracy,False
1709,120,5,0.258833158,53.26177778,112.92,6.666666667,12,1.8045,3.069,1.03105,1.6897,2,0.4303606769411843,Accuracy,Speed,False
1460,120,5,0.403017105,41.24214602,104.7,5.0,7,2.622275,3.6055,0.17800000000000002,0.2261,3,0.859059407291177,Accuracy,Speed,False
1325,120,5,0.40496973700000005,40.87607477,82.89,6.666666667,12,2.2113,3.5397,1.17515,1.5398,2,0.6201441969849455,Accuracy,Speed,False
1475,120,5,0.403017105,75.60241525,119.91,5.0,7,2.522775,3.2301,1.101766667,1.3227,3,0.33822046358114477,Accuracy,Speed,False
1099,120,5,0.254892354,46.53639241,104.45,2.5,4,0.67115,0.9606,0.706,0.812,7,-2.270855222541506,Accuracy,Accuracy,False
995,120,5,0.387901155,72.61224638,144.53,10.0,10,3.9001,4.3189,5.8322,5.8322,1,-1.5132770091006975,Accuracy,Accuracy,False
1602,120,3,0.211221579,22.52047431,47.24,6.666666667,9,1.7138333330000002,2.6989,0.8117,0.9570000000000001,2,-1.8973470632829432,Accuracy,Accuracy,False
1036,120,3,0.387901155,31.85416667,70.23,6.666666667,11,3.0774,5.1667,2.74185,4.5285,2,-0.25411259192889446,Accuracy,Accuracy,False
1576,120,3,0.451450497,40.93805353,86.53,10.0,11,4.53885,5.0752,1.8305,1.8305,1,-0.10084932552341996,Accuracy,Accuracy,False
1740,120,3,0.258833158,31.3874359,52.27,6.666666667,9,1.8784666669999999,1.9071,0.88355,1.3208,2,-2.4078979591728213,Accuracy,Accuracy,False
1242,120,3,0.223630789,11.93055556,28.39,20.0,20,4.8968,4.8968,0.0,0.0,0,0.8697389490631693,Accuracy,Speed,False
1756,120,3,0.258833158,32.08971326,62.52,6.666666667,11,2.123033333,3.6031,0.51845,0.6639,2,-1.1180170385424546,Accuracy,Accuracy,False
1399,120,3,0.442727895,21.20048043,66.35,5.0,9,3.0353,5.3341,1.2212,1.7561,3,-0.10734239583722882,Accuracy,Accuracy,False
1044,120,3,0.254892354,33.57873646,92.48,5.0,9,1.372875,3.0668,0.759966667,1.1723,3,-1.48849249671661,Accuracy,Accuracy,False
1619,120,3,0.211221579,26.38106464,67.49,6.666666667,8,1.733333333,2.3422,0.9553,1.1008,2,-2.308395480166375,Accuracy,Accuracy,False
1784,120,3,0.226100263,19.68318182,39.0,10.0,11,2.65025,2.897,0.5174,0.5174,1,-1.3585440379607618,Accuracy,Accuracy,False
1039,120,3,0.387901155,45.35833935,99.67,6.666666667,10,2.997233333,4.5162,6.27615,10.7962,2,-2.4839306282872187,Accuracy,Accuracy,False
1743,120,3,0.258833158,36.57899696,78.29,6.666666667,10,2.344566667,3.2275,0.66545,0.6659,2,-1.243964501351563,Accuracy,Accuracy,False
1577,120,3,0.451450497,24.919221899999997,65.24,10.0,11,3.92645,4.0862,0.8099,0.8099,1,-0.8319469676697437,Accuracy,Accuracy,False
1049,120,3,0.254892354,21.22539419,47.59,20.0,20,5.4975,5.4975,0.0,0.0,0,1.0674181569753571,Accuracy,Speed,False
1038,120,3,0.387901155,31.08234542,72.73,6.666666667,7,3.2732333330000003,3.655,2.267,2.9226,2,-1.6928449117011652,Accuracy,Accuracy,False
1253,120,3,0.223630789,15.17986711,37.91,10.0,11,3.2574,3.29,1.1728,1.1728,1,-0.9997362005114994,Accuracy,Accuracy,False
1388,120,3,0.442727895,46.01927342,127.2,5.0,9,2.8234,4.7394,1.1022,1.7586,3,0.23757320459117892,Accuracy,Speed,False
1610,120,3,0.211221579,27.59155251,57.92,10.0,11,2.22715,2.8468,1.3219999999999998,1.3219999999999998,1,-1.506301601525358,Accuracy,Accuracy,False
1607,120,3,0.211221579,13.84732456,33.24,10.0,11,2.4818,2.87,0.7384,0.7384,1,-1.1262040287664306,Accuracy,Accuracy,False
1040,120,3,0.254892354,23.10017544,59.37,5.0,8,1.436175,2.3786,0.7124,0.8099,3,-2.0736229004903564,Accuracy,Accuracy,False
1280,120,3,0.40496973700000005,17.54241042,46.1,6.666666667,11,2.274533333,3.9497,0.7368,0.7371,2,-0.9192610380653079,Accuracy,Accuracy,False
1742,120,3,0.258833158,17.175438600000003,46.69,10.0,10,2.3762,2.7191,1.1748,1.1748,1,-1.505730686859117,Accuracy,Accuracy,False
1156,120,3,0.27560500000000004,29.43707547,63.0,20.0,20,7.4457,7.4457,0.0,0.0,0,1.2985986838165289,Accuracy,Speed,False
1757,120,3,0.258833158,27.883000000000003,92.1,6.666666667,11,2.012166667,2.3599,0.88335,1.3948,2,-2.0672153824358404,Accuracy,Accuracy,False
1401,80,3,0.442727895,24.251881,69.22,4.0,6,2.09468,2.6237,1.292825,2.3392,4,-0.8084975390483962,Accuracy,Accuracy,False
1871,80,3,0.28958236800000003,32.38143243,78.2,6.666666667,10,2.5110666669999997,3.3151,1.5486,1.7184,2,-0.10544164239887976,Accuracy,Accuracy,False
1666,80,3,0.211221579,21.06021186,62.13,5.0,7,1.09795,1.5571,0.784266667,1.1044,3,-1.651209546891998,Accuracy,Accuracy,False
1692,80,3,0.258833158,27.7522093,73.59,5.0,8,1.682575,2.4443,1.057833333,1.3771,3,-0.8280423897642706,Accuracy,Accuracy,False
1670,80,3,0.211221579,28.24229008,56.18,5.0,7,1.164075,1.5657,1.058233333,1.3096,3,-2.046267778323788,Accuracy,Accuracy,False
1414,80,3,0.442727895,24.87905694,68.67,3.333333333,5,1.68395,2.6001,1.7619599999999997,2.0631,5,-1.1348225662575189,Accuracy,Accuracy,False
1662,80,3,0.211221579,29.66531365,55.75,5.0,7,1.17015,1.7903,1.2417,1.3099,3,-2.0775390343948104,Accuracy,Accuracy,False
1555,80,3,0.451450497,30.05712121,75.08,4.0,7,2.7983599999999997,5.8789,1.240325,1.6507,4,1.60749221732204,Accuracy,Speed,False
1411,80,3,0.442727895,26.92399317,56.46,4.0,7,2.3488,3.2791,1.531825,2.0629,4,-0.8690441493075625,Accuracy,Accuracy,False
1448,80,3,0.403017105,24.47565543,50.6,5.0,8,2.7419,4.4358,1.5828,1.9274,3,-0.4468803362175251,Accuracy,Accuracy,False
1540,80,3,0.451450497,28.105161900000002,67.65,5.0,7,2.983225,3.7287,0.5096,0.5549,3,0.25934834393911643,Accuracy,Speed,False
1112,80,3,0.254892354,21.53400778,43.9,2.857142857,4,0.626485714,0.9474,0.578183333,0.897,6,-1.8089977858660333,Accuracy,Accuracy,False
1672,80,3,0.211221579,26.29672065,53.67,5.0,6,1.13205,1.4799,0.853433333,1.0351,3,-2.074958715320456,Accuracy,Accuracy,False
1109,80,3,0.254892354,26.14684783,49.49,2.857142857,4,0.6937857140000001,0.9951,0.5780833329999999,0.7596,6,-2.152727448183775,Accuracy,Accuracy,False
1119,80,3,0.254892354,25.48689781,56.15,3.333333333,4,0.7920166670000001,1.6495,0.74726,1.0341,5,-2.0385283173865147,Accuracy,Accuracy,False
1413,80,3,0.442727895,27.26772358,58.87,3.333333333,6,1.963133333,2.7019,1.58318,2.6112,5,-1.2693908299591996,Accuracy,Accuracy,False
1546,80,3,0.451450497,23.24965974,83.15,4.0,6,2.1185400000000003,3.1803,1.343775,1.6524,4,0.07913705182205177,Accuracy,Speed,False
1355,80,3,0.40496973700000005,46.30988038,100.95,2.5,13,0.9183625,4.329,0.8785,1.3088,7,1.828081054062757,Accuracy,Speed,False
1694,80,3,0.258833158,21.77490975,44.84,5.0,9,1.26605,1.9365,1.1038666670000001,1.2417,3,-1.442004615315561,Accuracy,Accuracy,False
1178,80,3,0.27560500000000004,18.13376761,39.09,6.666666667,8,1.906033333,2.176,1.03575,1.1036,2,-1.2135011501048822,Accuracy,Accuracy,False
1667,80,3,0.211221579,22.07223629,55.67,5.0,6,1.059525,1.5017,0.966866667,1.3093,3,-1.9699419502829798,Accuracy,Accuracy,False
1554,80,3,0.451450497,27.93832714,55.8,6.666666667,9,3.969633333,4.9913,1.273,1.8555,2,0.20149606648602258,Accuracy,Speed,False
1686,80,3,0.258833158,31.58650558,85.1,6.666666667,9,1.837466667,2.1654,0.8303,0.8304,2,-0.6505691103742421,Accuracy,Accuracy,False
1408,80,3,0.442727895,26.69262857,66.92,4.0,6,1.9837200000000001,2.8767,1.73785,2.3384,4,-1.0312287021846416,Accuracy,Accuracy,False
676,120,5,0.184142105,74.99864078,121.73,20.0,20,4.625,4.625,0.0,0.0,0,2.323211237388371,Speed,Speed,False
470,120,5,0.38419394700000004,71.88928803,128.36,10.0,13,3.22715,4.1819,2.1223,2.1223,1,1.0007169786126795,Speed,Speed,False
21,120,5,0.308553684,48.63179104,123.94,5.0,7,2.09435,2.7786,1.244766667,2.0452,3,-0.17940729322844362,Speed,Accuracy,False
727,120,5,0.18430421100000002,33.04864322,85.06,20.0,20,4.4501,4.4501,0.0,0.0,0,1.8322732936874289,Speed,Speed,False
363,120,5,0.31691631600000003,33.9135567,93.89,4.0,7,1.52756,3.3702,1.0648,1.2472,4,0.07674243313238804,Speed,Speed,False
864,120,5,0.39416947399999996,69.43853047,146.75,4.0,5,2.15754,2.4525,1.8883,3.3662,4,-0.9393848667246445,Speed,Accuracy,False
494,120,5,0.286344211,44.07176471,81.23,5.0,9,1.719525,2.6305,0.470266667,0.6655,3,-0.4407784560890988,Speed,Accuracy,False
487,120,5,0.286344211,45.63835125,104.16,4.0,9,1.12584,2.0871,0.46375,0.7390000000000001,4,-0.5214601181368081,Speed,Accuracy,False
162,120,5,0.393889211,50.98443089,121.01,4.0,7,2.00126,3.3095,1.13705,1.6844,4,0.4490611799190063,Speed,Speed,False
730,120,5,0.18430421100000002,80.97079208,159.66,20.0,20,4.5038,4.5038,0.0,0.0,0,1.7431005501540042,Speed,Speed,False
497,120,5,0.286344211,29.01490842,59.54,20.0,20,6.2992,6.2992,0.0,0.0,0,2.2776550424512223,Speed,Speed,False
492,120,5,0.286344211,60.13023333,137.25,4.0,6,1.20652,2.0263,0.535925,1.0293,4,-0.4227239485312495,Speed,Accuracy,False
164,120,5,0.393889211,44.46078199,127.45,6.666666667,11,2.995366667,5.0388,1.3576,1.6119,2,2.0254001994693525,Speed,Speed,False
589,120,5,0.264108158,31.50700704,112.24,10.0,11,3.14175,3.4505,0.665,0.665,1,0.0975459399923082,Speed,Speed,False
161,120,5,0.393889211,71.31506849,143.92,5.0,8,2.022675,3.0828,2.171466667,2.4863,3,-0.25859502258725087,Speed,Accuracy,False
364,120,5,0.31691631600000003,31.90186147,86.21,3.333333333,6,1.501916667,3.555,1.02896,1.3933,5,0.021202448693436793,Speed,Speed,False
163,120,5,0.393889211,30.93246862,96.34,4.0,6,1.7971400000000002,2.7509,1.796,2.2703,4,-0.6604023195472948,Speed,Accuracy,False
299,120,5,0.469810526,43.26286486,107.06,2.5,4,1.84845,3.1406,1.244457143,1.979,7,-0.08447115189300547,Speed,Accuracy,False
176,120,5,0.393889211,57.27469667,149.25,4.0,6,1.9548599999999998,2.7299,1.686075,2.635,4,-0.14568999553306838,Speed,Accuracy,False
464,120,5,0.38419394700000004,42.49536424,123.28,10.0,11,3.4779,3.8388,1.1013,1.1013,1,0.8444757591236183,Speed,Speed,False
664,120,5,0.184142105,40.75169565,78.93,10.0,13,2.51685,3.7110000000000003,1.2512,1.2512,1,0.5971162128241829,Speed,Speed,False
934,120,5,0.382399459,43.21421642,148.79,5.0,7,2.792075,4.0331,1.7826,2.1923,3,1.2702856762323975,Speed,Speed,False
874,120,5,0.39416947399999996,71.13362944,154.37,5.0,9,2.065625,3.0074,0.906833333,1.6116,3,0.40918927304415575,Speed,Speed,False
39,120,5,0.308553684,37.45596154,92.13,6.666666667,12,2.603,4.5473,0.9918,1.0283,2,1.5172383488242147,Speed,Speed,False
715,120,3,0.184142105,22.55627551,48.96,20.0,20,4.3985,4.3985,0.0,0.0,0,1.0534729727588754,Speed,Speed,False
254,120,3,0.469810526,67.11185090000001,124.47,20.0,20,9.1807,9.1807,0.0,0.0,0,1.5991269531108472,Speed,Speed,False
836,120,3,0.39416947399999996,48.83502294,85.28,10.0,15,4.81245,7.3971,2.1239,2.1239,1,1.5508102174443437,Speed,Speed,False
773,120,3,0.18430421100000002,25.19777778,51.86,20.0,20,4.8105,4.8105,0.0,0.0,0,1.0767333761467697,Speed,Speed,False
624,120,3,0.264108158,44.78337398,89.1,20.0,20,5.6219,5.6219,0.0,0.0,0,1.0289684872238993,Speed,Speed,False
774,120,3,0.18430421100000002,40.173,68.41,20.0,20,3.9278,3.9278,0.0,0.0,0,0.9312250828784343,Speed,Speed,False
324,120,3,0.31691631600000003,38.72473868,72.85,20.0,20,6.6463,6.6463,0.0,0.0,0,1.287153057040662,Speed,Speed,False
769,120,3,0.18430421100000002,13.96102564,29.02,20.0,20,4.3447,4.3447,0.0,0.0,0,0.9742526053180498,Speed,Speed,False
632,120,3,0.264108158,41.63005698,85.91,20.0,20,8.4033,8.4033,0.0,0.0,0,1.6667231061187593,Speed,Speed,False
322,120,3,0.31691631600000003,49.00706395,96.1,20.0,20,8.0772,8.0772,0.0,0.0,0,1.613588351825463,Speed,Speed,False
771,120,3,0.18430421100000002,28.68280788,56.87,20.0,20,4.5282,4.5282,0.0,0.0,0,1.0603427046344294,Speed,Speed,False
428,120,3,0.38419394700000004,33.22896552,65.62,10.0,17,4.82915,8.3999,1.8319,1.8319,1,2.0345598172036787,Speed,Speed,False
896,120,3,0.382399459,27.71906926,79.47,5.0,9,2.365275,4.1843,1.417666667,1.7562,3,-0.6248025879872259,Speed,Accuracy,False
717,120,3,0.184142105,41.91945055,91.45,20.0,20,4.0467,4.0467,0.0,0.0,0,0.4050875892427328,Speed,Speed,False
117,120,3,0.197858158,27.65506122,63.89,10.0,20,2.72875,5.1972,0.2266,0.2266,1,1.5187994154636115,Speed,Speed,False
536,120,3,0.286344211,22.31593651,56.85,20.0,20,7.5456,7.5456,0.0,0.0,0,1.1916452971595461,Speed,Speed,False
630,120,3,0.264108158,80.77262136,140.11,20.0,20,7.1768,7.1768,0.0,0.0,0,0.9585266727872934,Speed,Speed,False
114,120,3,0.197858158,37.399875,63.67,10.0,20,2.7862,5.1612,0.226,0.226,1,1.480264969303228,Speed,Speed,False
768,120,3,0.18430421100000002,28.64572165,54.7,20.0,20,4.3245,4.3245,0.0,0.0,0,1.0699239390807023,Speed,Speed,False
209,120,3,0.393889211,26.33238443,58.65,6.666666667,14,3.036533333,6.5046,0.81025,0.8828,2,0.7666487087441354,Speed,Speed,False
711,120,3,0.184142105,24.8053125,65.93,20.0,20,4.2986,4.2986,0.0,0.0,0,0.7698438406655512,Speed,Speed,False
218,120,3,0.393889211,37.61502947,75.21,6.666666667,11,3.637033333,4.9703,1.7572,1.9756,2,-0.1442649272496439,Speed,Accuracy,False
68,120,3,0.308553684,23.14744118,45.94,10.0,11,3.716,3.717,1.4669999999999999,1.4669999999999999,1,-1.0814725369726759,Speed,Accuracy,False
530,120,3,0.286344211,46.89853372,77.25,20.0,20,8.3064,8.3064,0.0,0.0,0,1.2919979492303426,Speed,Speed,False
1594,80,5,0.451450497,27.03476923,62.46,1.0,4,0.441755,0.9914,1.817721053,3.2951,19,-1.8991761888668108,Accuracy,Accuracy,False
1620,80,5,0.211221579,29.51625551,85.71,10.0,13,2.3385,2.6429,1.2407,1.2407,1,0.9646133060574655,Accuracy,Speed,False
1638,80,5,0.211221579,33.27016854,105.18,2.857142857,5,0.8057,1.1976,1.116133333,1.5859999999999999,6,-0.852753172603677,Accuracy,Accuracy,False
1591,80,5,0.451450497,25.55091869,76.76,1.428571429,4,0.776857143,1.6691,2.4727076919999997,6.6488,13,-1.4271780202808415,Accuracy,Accuracy,False
1361,80,5,0.442727895,31.88154062,95.22,2.0,3,1.1557600000000001,1.4912,1.6450111109999999,2.2004,9,-1.0412184804241562,Accuracy,Accuracy,False
1779,80,5,0.226100263,28.5735034,84.68,5.0,8,1.385125,1.8263,1.2404,1.6519,3,-0.2257361552653876,Accuracy,Accuracy,False
1627,80,5,0.211221579,43.75521866,92.22,5.0,9,1.632625,2.5684,1.194633333,1.3098,3,0.5006401590715157,Accuracy,Speed,False
1125,80,5,0.27560500000000004,25.39516234,62.58,5.0,6,1.404525,1.6513,1.3092333329999999,1.4454,3,-1.2229087818424134,Accuracy,Accuracy,False
1312,80,5,0.40496973700000005,31.99053191,68.22,2.222222222,3,0.610266667,0.8411,1.0518625,1.4469999999999998,8,-2.0950425670600836,Accuracy,Accuracy,False
1903,80,5,0.28958236800000003,42.10242812,74.58,6.666666667,9,2.036633333,2.5657,1.516,1.7226,2,-0.5193405096263106,Accuracy,Accuracy,False
1060,80,5,0.254892354,29.88512141,101.42,2.222222222,4,0.835522222,1.5244,1.0177625,1.3095,8,-0.6018653242598404,Accuracy,Accuracy,False
